param years_active :=
[AFC, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[AN_DIG_SI, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[ATR, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[ATR_CCS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BATTERY, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOETHANOL_TO_BIOJETFUELS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	2.5	0.0	0.0
2020_2025	0.0	2.5	5	5	5	2.5	0.0
2025_2030	0.0	0.0	2.5	5	5	5	2.5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOGAS_ATR, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOGAS_ATR_CCS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOGAS_BIOMETHANE, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	2.5	0.0	0.0
2020_2025	0.0	2.5	5	5	5	2.5	0.0
2025_2030	0.0	0.0	2.5	5	5	5	2.5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOGAS_SMR, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOGAS_SMR_CCS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMASS_GAS_EF_H2, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMASS_GAS_EF_H2_CCS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMASS_GAS_FB_H2, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMASS_GAS_FB_H2_CCS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMETHANE_TO_BIOMETHANOL, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMETHANOL_CARBONYLATION, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMETHANOL_FT, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMETHANOL_TO_AROMATICS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BIOMETHANOL_TO_OLEFINS, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_BIO, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_BIOMEOH, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_BIOMEOH_ELD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_BIO_ELD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_ELD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	2.5	0.0
2020_2025	0.0	2.5	5	5	5	5	2.5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_MEOH, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BULK_CARRIER_MEOH_ELD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	5	5	5	2.5
2020_2025	0.0	2.5	5	5	5	5	5
2025_2030	0.0	0.0	2.5	5	5	5	5
2030_2035	0.0	0.0	0.0	2.5	5	5	5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_BIODIESEL_B100, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_BIODIESEL_B100_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_BIODIESEL_B20, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_BIODIESEL_B20_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_CNG, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_CNG_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_CSNG, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_CSNG_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_DIESEL, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_DIESEL_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_EV, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_EV_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_FC_H2, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_FC_H2_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_GASOLINE, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_GASOLINE_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_HY_DIESEL, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_HY_DIESEL_SD, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
[BUS_PROPANE, *, *] :	2015_2020	2020_2025	2025_2030	2030_2035	2035_2040	2040_2045	2045_2050	:=
2015_2020	2.5	5	5	2.5	0.0	0.0	0.0
2020_2025	0.0	2.5	5	5	2.5	0.0	0.0
2025_2030	0.0	0.0	2.5	5	5	2.5	0.0
2030_2035	0.0	0.0	0.0	2.5	5	5	2.5
2035_2040	0.0	0.0	0.0	0.0	2.5	5	5
2040_2045	0.0	0.0	0.0	0.0	0.0	2.5	5
2045_2050	0.0	0.0	0.0	0.0	0.0	0.0	2.5
